"order_id","order_date","ship_date","ship_mode","customer_id","customer_name","segment","country","city","state","postal_code","region","product_id","category","sub_category","product_name","sales","quantity","discount","profit"
CA-2016-129196,2016-11-01,2016-11-07,Standard Class,XP-21865,Xylona Preis,Consumer,United States,San Diego,California,92024,West,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,68,3,0,17
US-2015-138716,2015-09-17,2015-09-20,First Class,CS-11845,Cari Sayre,Corporate,United States,Seattle,Washington,98105,West,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",25,3,0,7
US-2016-122182,2016-03-10,2016-03-14,Standard Class,BD-11770,Bryan Davis,Consumer,United States,Houston,Texas,77070,Central,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,39,1,0,7
US-2014-130358,2014-06-23,2014-06-26,First Class,DL-13330,Denise Leinenbach,Consumer,United States,Las Cruces,New Mexico,88001,West,OFF-AR-10002766,Office Supplies,Art,Prang Drawing Pencil Set,20,9,0,1
CA-2014-102673,2014-11-01,2014-11-05,Standard Class,KH-16630,Ken Heidel,Corporate,United States,San Antonio,Texas,78207,Central,OFF-FA-10003021,Office Supplies,Fasteners,Staples,7,5,0,1
CA-2016-145303,2016-08-28,2016-08-31,First Class,TP-21415,Tom Prescott,Consumer,United States,Seattle,Washington,98115,West,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",13,9,0,-21
CA-2015-156104,2015-12-06,2015-12-08,Second Class,NP-18685,Nora Pelletier,Home Office,United States,Niagara Falls,New York,14304,East,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,999,2,0,449
US-2015-164308,2015-09-24,2015-09-27,First Class,SC-20680,Steve Carroll,Home Office,United States,Columbus,Georgia,31907,South,TEC-PH-10004120,Technology,Phones,AT&T 1080 Phone,821,6,0,213
CA-2017-108112,2017-11-15,2017-11-20,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Kenosha,Wisconsin,53142,Central,FUR-FU-10003553,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",220,4,0,55
CA-2015-100685,2015-12-19,2015-12-21,Second Class,SM-20950,Suzanne McNair,Corporate,United States,Greenville,North Carolina,27834,South,OFF-BI-10003094,Office Supplies,Binders,Self-Adhesive Ring Binder Labels,7,2,0,3
CA-2015-165414,2015-12-21,2015-12-24,First Class,LS-17245,Lynn Smith,Consumer,United States,Gladstone,Missouri,64118,Central,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,47,3,0,4
CA-2016-140417,2016-09-25,2016-09-29,Standard Class,KE-16420,Katrina Edelman,Corporate,United States,Bristol,Tennessee,37620,South,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",60,9,0,22
US-2017-151316,2017-06-24,2017-06-30,Standard Class,MC-17635,Matthew Clasen,Corporate,United States,Saint Louis,Missouri,63116,Central,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,182,3,0,-320
CA-2017-163692,2017-09-07,2017-09-09,First Class,Dp-13240,Dean percer,Home Office,United States,Murray,Utah,84107,West,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,7,3,0,-6
CA-2016-111913,2016-08-04,2016-08-06,Second Class,LC-16930,Linda Cazamias,Corporate,United States,Naperville,Illinois,60540,Central,TEC-PH-10002275,Technology,Phones,Mitel 5320 IP Phone VoIP phone,302,2,0,30
US-2014-156559,2014-08-19,2014-08-26,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Dover,Delaware,19901,East,FUR-BO-10000711,Furniture,Bookcases,"Hon Metal Bookcases, Gray",638,9,0,172
CA-2016-161473,2016-04-01,2016-04-05,Standard Class,TB-21175,Thomas Boland,Corporate,United States,Houston,Texas,77041,Central,OFF-LA-10001297,Office Supplies,Labels,Avery 473,20,2,0,9
CA-2017-166576,2017-05-16,2017-05-18,First Class,JM-15865,John Murray,Consumer,United States,Jamestown,New York,14701,East,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",221,2,0,-55
CA-2015-102491,2015-08-24,2015-08-28,Standard Class,KW-16435,Katrina Willman,Consumer,United States,New York City,New York,10009,East,TEC-MA-10000864,Technology,Machines,Cisco 9971 IP Video Phone Charcoal,3080,7,0,1416
CA-2014-116904,2014-09-23,2014-09-28,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Concord,California,94521,West,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,32,5,0,15
US-2017-102288,2017-06-19,2017-06-23,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301,West,OFF-AP-10004655,Office Supplies,Appliances,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",2,1,0,-5
CA-2017-137456,2017-12-21,2017-12-21,Same Day,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,Central,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,15,2,0,7
US-2017-155999,2017-08-07,2017-08-13,Standard Class,JK-15370,Jay Kimmel,Consumer,United States,Long Beach,California,90805,West,TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter,159,5,0,17
US-2016-148334,2016-08-22,2016-08-26,Standard Class,DD-13570,Dorothy Dickinson,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",4,2,0,-6
CA-2015-105599,2015-09-07,2015-09-07,Same Day,MC-17275,Marc Crier,Consumer,United States,Lafayette,Louisiana,70506,South,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,13,2,0,0
CA-2015-153717,2015-12-25,2016-01-01,Standard Class,DL-13495,Dionis Lloyd,Corporate,United States,San Francisco,California,94110,West,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB�Headset�-�headset�- Full size, Binaural",73,2,0,19
CA-2015-116687,2015-05-02,2015-05-07,Standard Class,NC-18625,Noah Childs,Corporate,United States,Aurora,Colorado,80013,West,OFF-LA-10000443,Office Supplies,Labels,Avery 501,8,3,0,2
CA-2016-163573,2016-11-24,2016-11-27,First Class,AC-10450,Amy Cox,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,1219,5,0,381
CA-2015-153416,2015-11-24,2015-11-29,Standard Class,TS-21340,Toby Swindell,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,3,2,0,0
CA-2017-117394,2017-09-04,2017-09-10,Standard Class,MM-17920,Michael Moore,Consumer,United States,San Francisco,California,94110,West,TEC-AC-10000199,Technology,Accessories,Kingston Digital DataTraveler 8GB USB 2.0,19,4,0,-1
CA-2017-133823,2017-05-11,2017-05-12,Same Day,LP-17080,Liz Pelletier,Consumer,United States,San Francisco,California,94110,West,OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 �� x 11�",37,6,0,16
CA-2014-127523,2014-05-11,2014-05-18,Standard Class,BG-11695,Brooke Gillingham,Corporate,United States,Cincinnati,Ohio,45231,East,OFF-AP-10004249,Office Supplies,Appliances,Staple holder,35,3,0,9
CA-2017-123239,2017-07-27,2017-07-31,Second Class,MG-18145,Mike Gockenbach,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",91,3,0,-2
CA-2017-156769,2017-05-06,2017-05-09,First Class,GZ-14470,Gary Zandusky,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-AR-10003179,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,54,6,0,18
CA-2014-127299,2014-09-19,2014-09-24,Standard Class,JL-15835,John Lee,Consumer,United States,Mission Viejo,California,92691,West,OFF-ST-10003722,Office Supplies,Storage,Project Tote Personal File,67,6,0,7
CA-2015-121272,2015-03-29,2015-04-04,Standard Class,DO-13435,Denny Ordway,Consumer,United States,Pembroke Pines,Florida,33024,South,OFF-AP-10001947,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,73,4,0,21
CA-2014-115336,2014-11-18,2014-11-25,Standard Class,AB-10600,Ann Blume,Corporate,United States,Tucson,Arizona,85705,West,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",14,5,0,-23
CA-2015-111703,2015-07-02,2015-07-09,Standard Class,KB-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,11,3,0,4
CA-2014-128839,2014-09-08,2014-09-13,Standard Class,TT-21070,Ted Trevino,Consumer,United States,Los Angeles,California,90045,West,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,45,9,0,21
CA-2017-105914,2017-10-02,2017-10-08,Standard Class,PV-18985,Paul Van Hugh,Home Office,United States,San Francisco,California,94122,West,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",112,5,0,42
CA-2017-110926,2017-11-19,2017-11-23,Standard Class,DD-13570,Dorothy Dickinson,Consumer,United States,Houston,Texas,77041,Central,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,25,7,0,12
CA-2016-117226,2016-12-30,2017-01-01,First Class,KD-16495,Keith Dawkins,Corporate,United States,New York City,New York,10009,East,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,6,6,0,-10
CA-2017-127313,2017-12-01,2017-12-04,First Class,RA-19285,Ralph Arnett,Consumer,United States,New York City,New York,10035,East,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",37,3,0,2
CA-2016-136287,2016-06-13,2016-06-17,Standard Class,SS-20590,Sonia Sunley,Consumer,United States,Seattle,Washington,98115,West,OFF-LA-10003148,Office Supplies,Labels,Avery 51,18,3,0,8
US-2014-107699,2014-05-19,2014-05-23,Standard Class,JH-15820,John Huston,Consumer,United States,Kent,Ohio,44240,East,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,57,9,0,26
CA-2017-112725,2017-01-30,2017-02-06,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Aurora,Illinois,60505,Central,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",12,7,0,5
CA-2015-136196,2015-11-28,2015-12-04,Standard Class,TP-21415,Tom Prescott,Consumer,United States,Seattle,Washington,98115,West,FUR-FU-10004017,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",322,3,0,64
CA-2017-106068,2017-10-23,2017-10-28,Standard Class,RB-19330,Randy Bradley,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",9,3,0,-15
CA-2017-100160,2017-09-07,2017-09-11,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Hamilton,Ohio,45011,East,OFF-LA-10002475,Office Supplies,Labels,Avery 519,29,5,0,9
CA-2016-139689,2016-12-29,2017-01-03,Standard Class,MP-17965,Michael Paige,Corporate,United States,Lawrence,Massachusetts,1841,East,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,38,4,0,-27
CA-2015-101091,2015-12-05,2015-12-09,Second Class,SW-20245,Scot Wooten,Consumer,United States,Stockton,California,95207,West,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,47,2,0,0
CA-2014-126907,2014-11-01,2014-11-08,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,Greenville,North Carolina,27834,South,OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,15,3,0,5
US-2016-164588,2016-04-16,2016-04-23,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Palm Coast,Florida,32137,South,OFF-AR-10003056,Office Supplies,Art,Newell 341,12,3,0,3
CA-2017-115546,2017-05-14,2017-05-18,Standard Class,AH-10465,Amy Hunt,Consumer,United States,New York City,New York,10035,East,TEC-PH-10002834,Technology,Phones,Google Nexus 5,539,3,0,134
CA-2015-163587,2015-03-14,2015-03-18,Standard Class,EP-13915,Emily Phan,Consumer,United States,Chicago,Illinois,60653,Central,OFF-LA-10004484,Office Supplies,Labels,Avery 476,16,4,0,7
US-2017-106131,2017-01-14,2017-01-16,First Class,TP-21565,Tracy Poddar,Corporate,United States,Aurora,Colorado,80013,West,TEC-AC-10003027,Technology,Accessories,Imation�8GB Mini TravelDrive USB 2.0�Flash Drive,169,7,0,-14
CA-2015-160213,2015-03-08,2015-03-13,Standard Class,AR-10825,Anthony Rawles,Corporate,United States,Vancouver,Washington,98661,West,OFF-PA-10003848,Office Supplies,Paper,Xerox 1997,19,3,0,9
CA-2014-157924,2014-10-11,2014-10-13,First Class,HA-14920,Helen Andreada,Consumer,United States,Pasadena,California,91104,West,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,31,4,0,8
CA-2015-100216,2015-04-13,2015-04-14,First Class,HJ-14875,Heather Jas,Home Office,United States,Jacksonville,Florida,32216,South,OFF-PA-10000788,Office Supplies,Paper,Xerox 210,31,6,0,10
CA-2017-100601,2017-11-16,2017-11-20,Standard Class,JK-15370,Jay Kimmel,Consumer,United States,Long Beach,California,90805,West,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,48,7,0,0
CA-2016-152163,2016-07-01,2016-07-01,Same Day,JF-15355,Jay Fein,Consumer,United States,Austin,Texas,78745,Central,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",14,2,0,6
CA-2015-154340,2015-11-29,2015-11-30,First Class,EK-13795,Eileen Kiefer,Home Office,United States,Santa Ana,California,92704,West,OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",56,2,0,15
CA-2014-128846,2014-04-07,2014-04-12,Standard Class,RS-19765,Roland Schwarz,Corporate,United States,Mount Vernon,New York,10550,East,TEC-PH-10003273,Technology,Phones,AT&T TR1909W,629,5,0,163
CA-2016-148593,2016-06-16,2016-06-18,Second Class,BD-11320,Bill Donatelli,Consumer,United States,San Francisco,California,94110,West,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",46,5,0,21
US-2017-119039,2017-03-06,2017-03-10,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90036,West,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,14,9,0,5
CA-2017-128426,2017-10-07,2017-10-11,Standard Class,JK-15730,Joe Kamberova,Consumer,United States,Asheville,North Carolina,28806,South,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,4,5,0,-6
US-2017-136868,2017-10-06,2017-10-12,Standard Class,CR-12820,Cyra Reiten,Home Office,United States,New York City,New York,10035,East,TEC-AC-10001539,Technology,Accessories,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,319,4,0,115
CA-2016-143749,2016-12-05,2016-12-07,First Class,AG-10300,Aleksandra Gannaway,Corporate,United States,Los Angeles,California,90049,West,FUR-BO-10002853,Furniture,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases,81,1,0,20
CA-2016-111493,2016-10-21,2016-10-22,First Class,CM-12160,Charles McCrossin,Consumer,United States,Brownsville,Texas,78521,Central,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,98,6,0,9
CA-2017-112536,2017-05-18,2017-05-23,Standard Class,SG-20890,Susan Gilcrest,Corporate,United States,Mcallen,Texas,78501,Central,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",6,7,0,-10
CA-2016-157714,2016-09-26,2016-10-01,Second Class,CS-12175,Charles Sheldon,Corporate,United States,Columbia,Tennessee,38401,South,OFF-PA-10004022,Office Supplies,Paper,Hammermill Color Copier Paper (28Lb. and 96 Bright),9,1,0,4
CA-2017-166709,2017-11-17,2017-11-22,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Houston,Texas,77095,Central,TEC-CO-10004722,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,10499,3,0,5039
CA-2015-129392,2015-07-08,2015-07-08,Same Day,DM-13015,Darrin Martin,Consumer,United States,Encinitas,California,92024,West,OFF-PA-10004248,Office Supplies,Paper,Xerox 1990,21,5,0,6
CA-2015-150875,2015-11-16,2015-11-20,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Franklin,Tennessee,37064,South,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,696,2,0,160
CA-2015-154200,2015-06-18,2015-06-22,Standard Class,BG-11740,Bruce Geld,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",51,2,0,15
CA-2016-124233,2016-04-08,2016-04-14,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,Grove City,Ohio,43123,East,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",24,5,0,10
US-2015-134271,2015-04-18,2015-04-23,Second Class,RF-19735,Roland Fjeld,Consumer,United States,Trenton,Michigan,48183,Central,OFF-LA-10004093,Office Supplies,Labels,Avery 486,21,3,0,10
US-2016-161683,2016-12-03,2016-12-08,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Huntington Beach,California,92646,West,OFF-AP-10000179,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,394,4,0,93
CA-2015-143105,2015-12-10,2015-12-10,Same Day,MA-17560,Matt Abelman,Home Office,United States,Houston,Texas,77095,Central,OFF-LA-10004093,Office Supplies,Labels,Avery 486,7,1,0,3
CA-2014-145387,2014-10-31,2014-11-02,Second Class,AM-10705,Anne McFarland,Consumer,United States,Auburn,Alabama,36830,South,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,49,5,0,18
CA-2017-109715,2017-12-09,2017-12-14,Standard Class,AH-10585,Angele Hood,Consumer,United States,Chicago,Illinois,60623,Central,OFF-PA-10004965,Office Supplies,Paper,Xerox 1921,15,2,0,4
CA-2014-166457,2014-05-05,2014-05-09,Second Class,PF-19120,Peter Fuller,Consumer,United States,Gilbert,Arizona,85234,West,OFF-PA-10003016,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",9,3,0,4
CA-2016-164637,2016-03-04,2016-03-08,Standard Class,RD-19480,Rick Duston,Consumer,United States,Olympia,Washington,98502,West,OFF-BI-10003876,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",128,3,0,64
CA-2014-103590,2014-11-30,2014-12-04,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035,East,OFF-EN-10004007,Office Supplies,Envelopes,Park Ridge Embossed Executive Business Envelopes,62,4,0,29
CA-2015-111234,2015-02-18,2015-02-22,Standard Class,AB-10600,Ann Blume,Corporate,United States,Tucson,Arizona,85705,West,OFF-LA-10002271,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,9,3,0,4
CA-2017-149881,2017-04-01,2017-04-03,First Class,NC-18535,Nick Crebassa,Corporate,United States,Dallas,Texas,75217,Central,FUR-BO-10003894,Furniture,Bookcases,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",482,8,0,85
CA-2017-134565,2017-06-11,2017-06-13,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98105,West,OFF-PA-10004243,Office Supplies,Paper,Xerox 1939,37,2,0,18
CA-2016-108644,2016-09-30,2016-10-03,First Class,SJ-20215,Sarah Jordon,Consumer,United States,Grand Prairie,Texas,75051,Central,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",1,2,0,-3
US-2014-102631,2014-12-13,2014-12-17,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,98105,West,FUR-FU-10003930,Furniture,Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,94,3,0,-42
CA-2017-120327,2017-11-11,2017-11-16,Standard Class,WB-21850,William Brown,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",45,4,0,21
CA-2015-154970,2015-01-05,2015-01-10,Standard Class,SR-20740,Steven Roelle,Home Office,United States,New York City,New York,10024,East,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,61,1,0,-6
CA-2016-113803,2016-03-24,2016-03-26,First Class,VG-21805,Vivek Grady,Corporate,United States,Virginia Beach,Virginia,23464,South,OFF-PA-10001994,Office Supplies,Paper,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",22,1,0,10
CA-2017-100223,2017-07-05,2017-07-10,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10003601,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",332,9,0,-348
CA-2014-168823,2014-09-21,2014-09-24,First Class,MA-17560,Matt Abelman,Home Office,United States,Houston,Texas,77095,Central,OFF-PA-10004000,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",11,3,0,4
CA-2016-162404,2016-07-23,2016-07-27,Standard Class,NF-18475,Neil Franz�sisch,Home Office,United States,Rockford,Illinois,61107,Central,OFF-BI-10000948,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",11,4,0,-18
CA-2017-104024,2017-08-29,2017-09-03,Second Class,MD-17860,Michael Dominguez,Corporate,United States,Indianapolis,Indiana,46203,Central,OFF-AR-10001972,Office Supplies,Art,Newell 323,9,7,0,0
CA-2017-147144,2017-03-26,2017-03-28,First Class,MZ-17335,Maria Zettner,Home Office,United States,San Diego,California,92024,West,OFF-AR-10004587,Office Supplies,Art,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",19,1,0,5
CA-2017-158673,2017-12-29,2018-01-04,Standard Class,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041,Central,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,209,2,0,100
CA-2014-133704,2014-09-20,2014-09-26,Standard Class,MA-17995,Michelle Arnett,Home Office,United States,Watertown,New York,13601,East,OFF-AP-10001366,Office Supplies,Appliances,Staple holder,43,4,0,11
CA-2016-159142,2016-04-04,2016-04-05,First Class,ME-17320,Maria Etezadi,Home Office,United States,Columbus,Georgia,31907,South,TEC-PH-10001448,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,149,3,0,5
CA-2014-138436,2014-03-26,2014-03-30,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,66,3,0,8
CA-2017-117702,2017-11-28,2017-12-04,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Los Angeles,California,90004,West,OFF-AR-10004582,Office Supplies,Art,BIC Brite Liner Grip Highlighters,1,1,0,0
CA-2016-157336,2016-12-01,2016-12-05,Second Class,SJ-20500,Shirley Jackson,Consumer,United States,Houston,Texas,77036,Central,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",88,6,0,40
CA-2014-168130,2014-09-19,2014-09-19,Same Day,BS-11365,Bill Shonely,Corporate,United States,New York City,New York,10011,East,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,887,7,0,177
CA-2015-155068,2015-10-23,2015-10-23,Same Day,RA-19285,Ralph Arnett,Consumer,United States,New York City,New York,10035,East,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,55,7,0,-13
CA-2017-163160,2017-10-13,2017-10-16,First Class,TS-21610,Troy Staebel,Consumer,United States,Phoenix,Arizona,85023,West,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,63,3,0,20
CA-2015-101924,2015-09-04,2015-09-09,Standard Class,KB-16585,Ken Black,Corporate,United States,Fremont,Nebraska,68025,Central,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",9,2,0,-6
CA-2016-124793,2016-03-14,2016-03-16,First Class,MM-18280,Muhammed MacIntyre,Corporate,United States,Quincy,Illinois,62301,Central,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",196,2,0,-22
CA-2017-118367,2017-10-28,2017-11-02,Second Class,LO-17170,Lori Olson,Corporate,United States,La Quinta,California,92253,West,OFF-EN-10004386,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",47,2,0,23
CA-2017-164819,2017-10-15,2017-10-19,Second Class,RS-19420,Ricardo Sperren,Corporate,United States,Seattle,Washington,98115,West,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,13,5,0,6
CA-2017-158344,2017-08-07,2017-08-11,Standard Class,CC-12475,Cindy Chapman,Consumer,United States,New York City,New York,10024,East,TEC-AC-10002006,Technology,Accessories,Memorex Micro Travel Drive 16 GB,63,4,0,19
CA-2017-123351,2017-09-21,2017-09-25,Standard Class,KT-16480,Kean Thornton,Consumer,United States,Buffalo,New York,14215,East,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,80,1,0,24
CA-2017-110429,2017-11-03,2017-11-08,Standard Class,DM-13015,Darrin Martin,Consumer,United States,Encinitas,California,92024,West,OFF-BI-10000216,Office Supplies,Binders,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",11,3,0,-7
US-2016-131611,2016-11-05,2016-11-09,Standard Class,EP-13915,Emily Phan,Consumer,United States,Chicago,Illinois,60653,Central,FUR-TA-10002774,Furniture,Tables,Laminate Occasional Tables,863,8,0,-160
US-2017-124821,2017-06-25,2017-06-29,Second Class,AM-10705,Anne McFarland,Consumer,United States,Auburn,Alabama,36830,South,FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",871,4,0,148
CA-2015-166975,2015-11-26,2015-11-30,Standard Class,SH-20635,Stefanie Holloman,Corporate,United States,Jackson,Tennessee,38301,South,FUR-FU-10003930,Furniture,Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,692,11,0,190
CA-2016-123806,2016-11-24,2016-11-27,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Taylor,Michigan,48180,Central,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",207,4,0,85
US-2017-158505,2017-07-21,2017-07-21,Same Day,SF-20200,Sarah Foster,Consumer,United States,Marysville,Washington,98270,West,TEC-PH-10004071,Technology,Phones,PayAnywhere Card Reader,71,9,0,6
